,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title,MachineGeocoded,PossiblePlacename1,Note,Source,Lat1,Long1,Certainty,SourceURL(e.g. Pleiades id number or URL),PossiblePlace2,Note,Lat2,Long2,Link_or_Ref
39556,HD036765/1,HD036765,Ara,Ara,981506,,27.5,32.5,Arabia (Province),,,A guess ,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
39560,HD036766/1,HD036766,Ara,Ara,981506,,27.5,32.5,Arabia (Province),,,A guess ,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
39593,HD036790/1,HD036790,cives (= civis) Helvetica*,Helvetica,177495,,46.88008,7.040710333,Aventicum,,,,Pleiades,,,certain,,,,,,
39596,HD036791/1,HD036791,Helvetia*,Helvetia,177495,,46.88008,7.040710333,Aventicum,,,,Pleiades,,,certain,,,,,,
39597,HD036791/2,HD036791,Helvetius*,Helvetius,177495,,46.88008,7.040710333,Aventicum,,,,Pleiades,,,certain,,,,,,
39665,HD036845/1,HD036845,domo+ Vienna+?,Vienna,128537,,48.211345,16.373946,Vindobona,,Col. Vienna,,Pleiades,45.5245105,4.875982,uncertain (another good variant exists),https://pleiades.stoa.org/places/167719,,,,,
39706,HD036880/1,HD036880,domo Sicca Veneria,Sicca Veneria,315152,['Sicca Veneria'],36.18057,8.712204,Sicca Veneria,Y,,,Pleiades,,,certain,,,,,,
39744,HD036909/1,HD036909,domo++ Hisp(---),Hisp(---),530036687,,40,-5,Hispania Citerior (Province),,,,Pleiades,,,certain,,,,,,
39805,HD036957/1,HD036957,cives Mediomatricus,Mediomatricus,109154,,49.29403738,7.134177401,Mediomatrici,,,,Pleiades,,,certain,,,,,,
39901,HD037018/1,HD037018,Νικοπολίτην,Νικοπολίτην,658547,,37.0262595,36.6325185,Nicopolis,,Nicopolis ad Nestum/Ulpia Nicopolis,,Pleiades,41.59620026,23.79580398,uncertain (another good variant exists),https://pleiades.stoa.org/places/501525,Nicopolis,,39.0157,20.7360035,https://pleiades.stoa.org/places/531013
39911,HD037041/1,HD037041,Senope (= Sinope),Sinope,857321,['Sinope'],42.025776,35.143037,Sinope,Y,,,Pleiades,,,certain,,,,,,
39958,HD037124/1,HD037124,[---]olensis?,[---]olensis,,,,,,,,Adela Review,,,,,,,,,,
39976,HD037160/1,HD037160,domo* Carris,Carris,1001916,,37.5,27.5,Karia (Late Roman Province),,,,Pleiades,,,wild guess,,,,,,
40104,HD037263/1,HD037263,Savariensis*,Savariensis,197498,,47.235142,16.62192,Savaria,,,,Pleiades,,,certain,,,,,,
40154,HD037292/1,HD037292,domo Apamia,Apamia,942286,,35.286884,52.497326,(Khuvar)/Choara/Apameia (Rhagiane)?,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
40170,HD037297/1,HD037297,ex Nicia cives (= civis) Bythynica* (= Bithynica*) originis orta,Nicia Bithynica originis orta,511268,,40.42909367,29.71468167,Helikore/Nicaea,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
40220,HD037319/1,HD037319,domo Gerasa+,Gerasa,678158,"['Gerasa', 'Antiochia ad Chrysorhoam']",32.2788645,35.891768,Gerasa/Antiochia ad Chrysorhoam,Y,,,Pleiades,,,certain,,,,,,
40222,HD037320/1,HD037320,domo Hemesa,Hemesa,668261,,34.7376565,36.719319,(H)Emesa,,,,Pleiades,,,certain,,,,,,
40235,HD037325/1,HD037325,domo Hemesa,Hemesa,668261,,34.7376565,36.719319,(H)Emesa,,,,Pleiades,,,certain,,,,,,
40258,HD037334/1,HD037334,domo Hemesa,Hemesa,668261,,34.7376565,36.719319,(H)Emesa,,,,Pleiades,,,certain,,,,,,
40288,HD037345/1,HD037345,natione Zoela!,Zoela,236724,,41.71734882,-6.628006084,Zoelae,,,,Pleiades,,,certain,,,,,,
40336,HD037367/1,HD037367,Plusaeus (= Prusaeus),Prusaeus,511384,,40.1828985,29.0638185,Prusa,,,,Pleiades,,,certain,,,,,,
40475,HD037464/1,HD037464,Baeterris*,Baeterris,981510,,37.5,-7.5,Baetica,,,,Pleiades,,,wild guess,,,,,,
40655,HD037564/1,HD037564,domo Aquileia,Aquileia,187290,['Aquileia'],45.768945,13.3677735,Aquileia,Y,,,Pleiades,,,certain,,,,,,
40722,HD037590/1,HD037590,domo Roma qui et Carthaginensis et Sicellitanus* et Assotanus* et Lacedaemoni et Argivus et Bastetanus,Roma qui et Carthaginensis et Sicellitanus et Assotanus et Lacedaemoni et Argivus et Bastetanus,423025,,41.891775,12.486137,Roma,,,,Pleiades,,,wild guess,,,,,,
40766,HD037620/2,HD037620,natione Surus domo Hemesa,Surus Hemesa,668261,,34.7376565,36.719319,(H)Emesa,,,,Pleiades,,,certain,,,,,,
40774,HD037622/1,HD037622,domi (= domo) Velauno+,Velauno,383811,['Veleia'],44.78529,9.72159425,Veleia,,,,Pleiades,,,certain,,,,,,
40776,HD037623/1,HD037623,Conobariensis+?,Conobariensis,256124,,36.919538,-6.078318,Conobaria/Colobana,,,,Pleiades,,,certain,,,,,,
40783,HD037627/1,HD037627,domo* Africa,Africa,775,['Africa'],32.5,7.5,Africa (region),Y,,,Pleiades,,,certain,,,,,,
40822,HD037653/1,HD037653,domo Betavos (= Batavus),Batavus,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
40929,HD037732/9,HD037732,Siscia+,Siscia,197504,"['Segestica', 'Siscia']",45.483168,16.371388,Segestica/Siscia,Y,,,Pleiades,,,certain,,,,,,
40993,HD037783/1,HD037783,Aelia Mogentiana*,Aelia Mogentiana,197381,,47.118283,17.314149,Moge(n)tiana,,,,Pleiades,,,certain,,,,,,
41047,HD037817/1,HD037817,domu Foro Hadrianensi provincia Germania inferiori,Foro Hadrianensi provincia Germania inferiori,98918,,52.0602193,4.3486726,Forum Cananefatium/Forum Hadriani,,,,Pleiades,,,certain,,,,,,
41051,HD037821/1,HD037821,Roma+,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
41066,HD037831/1,HD037831,domo Sisciae,Sisciae,197504,,45.483168,16.371388,Segestica/Siscia,,,,Pleiades,,,certain,,,,,,
41122,HD037869/1,HD037869,Assotanus+,Assotanus,530814,,39.25,20.75,Assos?,,Assos/Apollonia,,Pleiades,39.491111,26.3383585,uncertain (another good variant exists),550463,,,,,
41133,HD037878/1,HD037878,domo* Antiochia*,Antiochia,912872,"['Jebel Khayabir', 'Alexandria', 'Antiochia', 'Spasinou Charax', 'Karkh Maisan', '[Astarabad Ardashir]']",30.719479,47.561886,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?,Y,,,Pleiades,,,uncertainty is in the latlong source,,,,,,
41137,HD037879/1,HD037879,Augusta* Treverorum*,Augusta Treverorum,108894,,49.75232117,6.641638273,Col. Augusta Treveorum,,,,Pleiades,,,certain,,,,,,
41398,HD037991/1,HD037991,Ituraius* (= Ituraeus*),Ituraeus,162335,,,,Iturium/Sturium (Island),,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
41590,HD038076/2,HD038076,vico Cuetrone,vico Cuetrone,,,,,,,,Adela Review,,,,,,,,,,
41657,HD038113/1,HD038113,domo* Batavo*,Batavo,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
41744,HD038196/1,HD038196,ex regione Seugma* vico Odia,Seugma vico Odia,658636,,37.058156,37.86983,Zeugma,,,,Pleiades,,,wild guess,,,,,,
41804,HD038231/1,HD038231,Isauria,Isauria,648653,['Isauria'],36.88347546,32.64860957,Isauria,Y,,,Pleiades,,,certain,,,,,,
41827,HD038250/1,HD038250,domo Hierapuli* cives (= civis) Surus,Hierapuli Surus,638860,,37.926925,29.127859,Hierapolis ,,Hierapolis/Bambyke,,Pleiades,36.526222,37.9555335,uncertain (another good variant exists),https://pleiades.stoa.org/places/658480,,,,,
41828,HD038251/1,HD038251,Aquileia*,Aquileia,187290,['Aquileia'],45.768945,13.3677735,Aquileia,Y,,,Pleiades,,,certain,,,,,,
41967,HD038327/1,HD038327,Surus,Surus,678437,,33.2698475,35.2038435,Tyrus/Col. Septimia Severa,,,"Could also just mean ""person from the South""?",Pleiades,,,certain,,,,,,
41968,HD038327/2,HD038327,Surus,Surus,678437,,33.2698475,35.2038435,Tyrus/Col. Septimia Severa,,,"Could also just mean ""person from the South""?",Pleiades,,,certain,,,,,,
41987,HD038341/2,HD038341,Falerio,Falerio,413127,['Falerio'],43.105492,13.470265,Falerio,Y,,,Pleiades,,,certain,,,,,,
42090,HD038416/1,HD038416,Roma,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
42102,HD038422/1,HD038422,Araviscus (= Eraviscus),Eraviscus,197265,,47.20376654,18.57571971,Eravisci,,,,Pleiades,,,certain,,,,,,
42129,HD038452/1,HD038452,Efeso,Efeso,599612,,37.9407625,27.340307,Ephesos/Arsinoe(ia),,,,Pleiades,,,uncertain (another good variant exists),,,,,,
42151,HD038462/1,HD038462,natione Graeca*!,Graeca,1001896,,37.5,22.5,Hellas,,,"Here guessing They mean Greek, but cannot find a suitable region in database, so have used Hellas. Not precise.",Pleiades,,,uncertain (name could be interpreted differently),,,,,,
42221,HD038484/2,HD038484,domo Nico[---],Nico[---],511337,['Nicomedia'],40.7651905,29.919887,Nicomedia,,Nicopolis,,Pleiades,37.0262595,36.6325185,uncertain (another good variant exists),https://pleiades.stoa.org/places/658547,Nicopolis ad Nestum/Ulpia Nicopolis,,41.59620026,23.79580398,https://pleiades.stoa.org/places/501525
42365,HD038559/1,HD038559,domo [---]ia,[---]ia,,,,,,,,Adela Review,,,,,,,,,,
42422,HD038584/1,HD038584,Clunia+,Clunia,187350,['Clunia'],47.260687,9.617966,Clunia,Y,,,Pleiades,,,certain,,,,,,
42515,HD038627/1,HD038627,domu Ulpia Poetovione,Ulpia Poetovione,197446,,46.419985,15.86998,Poetovio,,,,Pleiades,,,certain,,,,,,
42607,HD038668/1,HD038668,civi* Mediomatricae+*,Mediomatricae,109154,,49.29403738,7.134177401,Mediomatrici,,,,Pleiades,,,certain,,,,,,
42612,HD038670/1,HD038670,civis* Nemes,Nemes,167852,,44.22458627,6.733589748,Nemeturii,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
42707,HD038706/1,HD038706,domo Trever!,Trever,109390,,49.75356779,6.379439164,Treveri,Y,,,Pleiades,,,certain,,,,,,
42715,HD038709/1,HD038709,cives (= civis) Trever,Trever,109390,,49.75356779,6.379439164,Treveri,Y,,,Pleiades,,,certain,,,,,,
43126,HD038873/1,HD038873,Celeia,Celeia,197206,['Celeia'],46.219721,15.27184,Celeia,Y,,,Pleiades,,,certain,,,,,,
43127,HD038874/1,HD038874,Carsulis,Carsulis,413065,,42.6397991,12.5568068,Carsulae,,,,Pleiades,,,certain,,,,,,
43151,HD038886/1,HD038886,Flavia* Solva,Flavia Solva,197273,['Flavia Solva'],46.767482,15.562997,Flavia Solva,Y,,,Pleiades,,,certain,,,,,,
43336,HD038935/1,HD038935,Augusta* Treverorum+*,Augusta Treverorum,108894,,49.75232117,6.641638273,Col. Augusta Treveorum,,,,Pleiades,,,certain,,,,,,
43361,HD038945/1,HD038945,domo Asiae,Asiae,981509,,37.5,27.5,Asia,,,,Pleiades,,,certain,,,,,,
43365,HD038947/1,HD038947,Theveste*,Theveste,324831,['Theveste'],35.404174,8.1223145,Theveste,Y,,,Pleiades,,,certain,,,,,,
43410,HD038968/1,HD038968,Antiquaria*,Antiquaria,265799,,37.019374,-4.562887,Anticaria,,,,Pleiades,,,certain,,,,,,
43423,HD038973/1,HD038973,Claudia Savaria,Claudia Savaria,197498,,47.235142,16.62192,Savaria,,,,Pleiades,,,certain,,,,,,
43445,HD038983/1,HD038983,Sarmizegetusa+*,Sarmizegetusa,207425,['Sarmizegetusa'],45.669615,23.323961,Sarmizegetusa (Regia),Y,,,Pleiades,,,certain,,,,,,
43449,HD038986/1,HD038986,Iader*,Iader,197312,['Iader'],44.115501,15.223778,Iader,Y,,,Pleiades,,,certain,,,,,,
43708,HD039136/1,HD039136,Miseno,Miseno,432941,,40.786279,14.084884,Misenum,,,,Pleiades,,,certain,,,,,,
43859,HD039267/8,HD039267,Aurelia Carissa*,Aurelia Carissa,256057,,36.875708,-5.728857,Caris(s)a,,,,Pleiades,,,certain,,,,,,
43861,HD039267/10,HD039267,Baliaricus,Baliaricus,265818,,40,1.5,Balicaricum Mare,,,,Pleiades,,,wild guess,,,,,,
43858,HD039267/7,HD039267,Corduba,Corduba,256128,"['Corduba', 'Col. Patricia']",37.884683,-4.779171,Corduba/Col. Patricia,Y,,,Pleiades,,,certain,,,,,,
43852,HD039267/1,HD039267,Icosi*,Icosi,295276,,36.7689125,3.0532175,Icosium,,,,Pleiades,,,certain,,,,,,
43853,HD039267/2,HD039267,Icosi,Icosi,295276,,36.7689125,3.0532175,Icosium,,,,Pleiades,,,certain,,,,,,
43860,HD039267/9,HD039267,Icosi,Icosi,295276,,36.7689125,3.0532175,Icosium,,,,Pleiades,,,certain,,,,,,
43857,HD039267/6,HD039267,Malaca,Malaca,265963,['Malaca'],36.719658,-4.420163,Malaca,Y,,,Pleiades,,,certain,,,,,,
43854,HD039267/3,HD039267,Praeneste,Praeneste,423013,['Praeneste'],41.8394835,12.8923075,Praeneste,Y,,,Pleiades,,,certain,,,,,,
43855,HD039267/4,HD039267,Vibo,Vibo,452337,,38.675581,16.097648,Hipponion/Vibo Valentia,,,,Pleiades,,,certain,,,,,,
43923,HD039341/1,HD039341,Vianna*,Vianna,167719,,45.5245105,4.875982,Col. Vienna,,Vindobona,,Pleiades,48.211345,16.373946,uncertain (another good variant exists),https://pleiades.stoa.org/places/128537,,,,,
43930,HD039349/5,HD039349,Mogionibus,Mogionibus,915873,,,,Mosaios/Mogaios(River),,,,Pleiades,,,wild guess,,,,,,
44014,HD039409/1,HD039409,Savaria,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
44025,HD039414/1,HD039414,domo*? ex civitate Zeugma,tate Zeugma,658636,,37.058156,37.86983,Zeugma,,,,Pleiades,,,certain,,,,,,
44027,HD039415/1,HD039415,cives (= civis) Surus ex regione* Dolicu (= Doliche?),Surus  Doliche,658455,,37.12779226,37.34523458,Doliche,,,,Pleiades,,,certain,,,,,,
44039,HD039420/1,HD039420,domo* Sergia Karnunto,Sergia Karnunto,300044063,,42.625444,12.6521985,Tribus Sergia,,,,Pleiades,,,wild guess,,,,,,
44066,HD039432/1,HD039432,Dianium,Dianium,265880,"['Dianium', 'Hemeroskopeion']",38.842795,0.107511,Dianium/Hemeroskopeion,Y,,,Pleiades,,,certain,,,,,,
44080,HD039438/1,HD039438,Andautonia,Andautonia,197113,['Andautonia'],45.773624,16.11724,Andautonia,Y,,,Pleiades,,,certain,,,,,,
44109,HD039451/1,HD039451,Nemauso*,Nemauso,148142,,43.84314979,4.354175571,Nemausus,,,,Pleiades,,,certain,,,,,,
44161,HD039474/1,HD039474,domo Sala,Sala,275696,['Sala'],34.010929,-6.827115,Sala,Y,,,Pleiades,,,certain,,,,,,
44165,HD039476/1,HD039476,Savaria*,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
44186,HD039484/1,HD039484,Siscia*,Siscia,197504,"['Segestica', 'Siscia']",45.483168,16.371388,Segestica/Siscia,Y,,,Pleiades,,,certain,,,,,,
44250,HD039525/1,HD039525,Icconio (= Iconio),Iconio,648647,,37.872202,32.492331,Iconium/Claudiconium,,,,Pleiades,,,certain,,,,,,
44295,HD039547/1,HD039547,domo Archelaide*,Archelaide,687831,,31.9694095,35.4729815,Archelais,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
44479,HD039659/1,HD039659,Hispanus+,Hispanus,530036687,,40,-5,Hispania Citerior (Province),,,,Pleiades,,,certain,,,,,,
44563,HD039712/1,HD039712,civis* Carthaginensis,Carthaginensis,991327,,37.5,-2.5,Carthaginiensis,,,,Pleiades,,,certain,,,,,,
44579,HD039722/1,HD039722,Edessa,Edessa,658457,"['Edessa', 'Antiochia ad Callirhoem']",37.148633,38.786696,Edessa/Antiochia ad Callirhoem,Y,,,Pleiades,,,certain,,,,,,
44590,HD039734/1,HD039734,Ubius?,Ubius,109400,,50.940662,6.9599065,Ubii,,,,Pleiades,,,certain,,,,,,
44689,HD039805/1,HD039805,domo* Sinope,Sinope,857321,['Sinope'],42.025776,35.143037,Sinope,Y,,,Pleiades,,,certain,,,,,,
44694,HD039810/1,HD039810,domo R[---],R[---],,,,,,,,Adela Review,,,,,,,,,,
44712,HD039822/1,HD039822,Celtianis,Celtianis,305058,['Celtianis'],36.838344,6.588689,Celtianis,Y,,,Pleiades,,,certain,,,,,,
44759,HD039866/1,HD039866,Laranda,Laranda,648693,['Laranda'],37.17845067,33.221586,Laranda,Y,,,Pleiades,,,certain,,,,,,
44763,HD039870/1,HD039870,Heraclea+,Heraclea,844944,['Heraclea'],41.28325533,31.41741367,Heraclea,Y,,,Pleiades,,,certain,,,,,,
44765,HD039871/1,HD039871,Heraclea,Heraclea,844944,['Heraclea'],41.28325533,31.41741367,Heraclea,Y,,,Pleiades,,,certain,,,,,,
44781,HD039884/1,HD039884,domo Arretio,Arretio,413032,,43.471274,11.863048,Arretium,,,,Pleiades,,,certain,,,,,,
44893,HD039978/3,HD039978,Lugudunensis+,Lugudunensis,981528,,47.92642274,0.1373610746,Lugdunensis (Province),,,,Pleiades,,,uncertain (another good variant exists),,,,,,
44933,HD039996/1,HD039996,domo Pessinunte,Pessinunte,609500,,39.33288187,31.58356062,Pessinous/Iustinianoupolis,,Pessinos,,Pleiades,,,uncertain (another good variant exists),https://pleiades.stoa.org/places/652364,,,,,
44985,HD040035/1,HD040035,Ma[---],Ma[---],,,,,,,,Adela Review,,,,,,,,,,
45056,HD040089/1,HD040089,domo+ Verona,Verona,383816,['Verona'],45.44212955,10.99573601,Verona,Y,,,Pleiades,,,certain,,,,,,
45060,HD040092/1,HD040092,domo* Emona*,Emona,197258,['Emona'],46.051425,14.505963,Emona,Y,,,Pleiades,,,certain,,,,,,
45152,HD040156/1,HD040156,Augusta,Augusta,648577,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?,Y,,,Pleiades,,,certain,,,,,,
45153,HD040157/1,HD040157,Ancyra,Ancyra,619103,['Ancyra'],39.9437925,32.859333,Ancyra,Y,,,Pleiades,,,certain,,,,,,
45198,HD040196/1,HD040196,civis* Graecus* ex regione* Laodicea*,Graecus  Laodicea,678060,,33.8985935,35.511241,Beirut,,Laodicea,,Pleiades,35.51892275,35.7766297,uncertain (another good variant exists),https://pleiades.stoa.org/places/668290,Laodicea ad Lycum/Diospolis/Roas,,37.83593932,29.10738878,https://pleiades.stoa.org/places/638955
45320,HD040282/1,HD040282,domo* Antiochia*,Antiochia,912872,"['Jebel Khayabir', 'Alexandria', 'Antiochia', 'Spasinou Charax', 'Karkh Maisan', '[Astarabad Ardashir]']",30.719479,47.561886,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?,Y,,,Pleiades,,,uncertainty is in the latlong source,,,,,,
45488,HD040434/1,HD040434,domo* Sergia*,Sergia,300044063,,42.625444,12.6521985,Tribus Sergia,,,,Pleiades,,,wild guess,,,,,,
45519,HD040449/1,HD040449,Agrippinensis*,Agrippinensis,108751,,50.940662,6.9599065,Ara Ubiorum/Col. Claudia Ara Agrippinensium,,,,Pleiades,,,certain,,,,,,
45547,HD040465/1,HD040465,Viana,Viana,167719,,45.5245105,4.875982,Col. Vienna,,Vindobona,,Pleiades,48.211345,16.373946,uncertain (another good variant exists),https://pleiades.stoa.org/places/128537,,,,,
45549,HD040466/1,HD040466,natus Salonis,Salonis,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
45550,HD040466/2,HD040466,natus Salonis,Salonis,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
45597,HD040483/5,HD040483,Aligantiensis*,Aligantiensis,614591,,,,Aligetes Mons,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
45595,HD040483/3,HD040483,Lanciensis*,Lanciensis,236505,,42.5297477,-5.4308097,Lancia/Lance,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
45593,HD040483/1,HD040483,domo* Lucocadiacus,Lucocadiacus,442640,,41.5086475,15.3354745,Luceria/Noukeria (Apoulon),,,,Pleiades,,,certain,,,,,,
45648,HD040529/1,HD040529,Epheso,Epheso,599612,,37.9407625,27.340307,Ephesus/Arsinoe(ia),,,,Pleiades,,,certain,,,,,,
45659,HD040533/1,HD040533,domo Ityraeus,Ityraeus,162335,,,,Iturium/Sturium (Island),,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
45669,HD040535/1,HD040535,colonia*? [---]?,colonia [---],,,,,,,,Adela Review,,,,,,,,,,
45679,HD040538/1,HD040538,Siscianus,Siscianus,197504,,45.483168,16.371388,Segestica/Siscia,,,,Pleiades,,,certain,,,,,,
45688,HD040540/1,HD040540,domo Bessus,Bessus,216733,,42.42940315,24.43016021,Bessi,,,,Pleiades,,,certain,,,,,,
45708,HD040546/1,HD040546,domo* Africa*,Africa,775,['Africa'],32.5,7.5,Africa (region),Y,,,Pleiades,,,certain,,,,,,
46376,HD041115/1,HD041115,Foro Iuli,Foro Iuli,157836,,43.4328295,6.7360345,Col. Forum Iulii,,Forum Iulii,,Pleiades,46.091866,13.4333385,uncertain (another good variant exists),https://pleiades.stoa.org/places/187386,Iliturgi,,37.968343,-3.80883,https://pleiades.stoa.org/places/265924
46378,HD041116/1,HD041116,Bessus,Bessus,216733,,42.42940315,24.43016021,Bessi,,,,Pleiades,,,certain,,,,,,
46380,HD041117/1,HD041117,Berta,Berta,89116,,56.423374,-3.464428,Bertha,,,,Pleiades,,,wild guess,,,,,,
46527,HD041236/1,HD041236,civi[s ---]v[---],[s ---]v[---],,,,,,,,Adela Review,,,,,,,,,,
46532,HD041240/1,HD041240,Raetus,Raetus,187523,,47.727498,10.326578,Raetia,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
46535,HD041243/1,HD041243,natione Batavus*,Batavus,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
46540,HD041247/1,HD041247,Brixia+,Brixia,383603,['Brixia'],45.539773,10.223135,Brixia,Y,,,Pleiades,,,certain,,,,,,
46547,HD041254/1,HD041254,civis Secuanus (= Sequanus),Sequanus,991338,,47.5,7.5,Sequania,,,,Pleiades,,,certain,,,,,,
46552,HD041258/1,HD041258,cives (= civis) Sappaus,Sappaus,197515,,45.467448,13.507065,Siparis,,,,Pleiades,,,certain,,,,,,
47156,HD041791/1,HD041791,Tarraconensis*,Tarraconensis,991326,['Tarraconensis'],42.5,-2.5,Tarraconensis,Y,,,Pleiades,,,certain,,,,,,
47157,HD041792/1,HD041792,Segontia,Segontia,246639,['Segontia'],41.069585,-2.642246,Segontia,Y,,,Pleiades,,,certain,,,,,,
47269,HD041867/1,HD041867,Saetabis,Saetabis,266018,['Saetabis'],38.98846075,-0.51780685,Saetabis,Y,,,Pleiades,,,certain,,,,,,
47420,HD041965/1,HD041965,Taunensis*?,Taunensis,383794,,45.14437542,7.674749143,Taurini,,Taunus (Mountain),,Pleiades,50.2221912,8.461934433,uncertain (another good variant exists),https://pleiades.stoa.org/places/109367,,,,,
47421,HD041967/1,HD041967,Taunensis,Taunensis,383794,,45.14437542,7.674749143,Taurini,,Taunus (Mountain),,Pleiades,50.2221912,8.461934433,uncertain (another good variant exists),https://pleiades.stoa.org/places/109367,,,,,
47422,HD041967/2,HD041967,Taunensis,Taunensis,383794,,45.14437542,7.674749143,Taurini,,Taunus (Mountain),,Pleiades,50.2221912,8.461934433,uncertain (another good variant exists),https://pleiades.stoa.org/places/109367,,,,,
47423,HD041967/3,HD041967,Taunensis,Taunensis,383794,,45.14437542,7.674749143,Taurini,,Taunus (Mountain),,Pleiades,50.2221912,8.461934433,uncertain (another good variant exists),https://pleiades.stoa.org/places/109367,,,,,
47431,HD041976/1,HD041976,civis* Mediomatricus*,Mediomatricus,109154,,49.29403738,7.134177401,Mediomatrici,,,,Pleiades,,,certain,,,,,,
